EMP_ID,POSITION_ID,GRADE_ID,POSITION_START_DATE,GRADE_START_DATE,POSITION_END_DATE,GRADE_END_DATE,CHANGE_REASON,GRADE_DURATION
E00537,POS002,G4,2019-01-01,2022-01-01,,,Early Promotion,1492
E00538,POS002,G3,2016-12-26,2016-12-26,2023-04-17,2023-04-17,Initial Assignment,2303
E00539,POS001,G1,2021-06-10,2021-06-10,,,Initial Assignment,1697
E00540,POS001,G1,2023-05-21,2023-05-21,2023-11-11,2023-11-11,Initial Assignment,174
E00541,POS001,G1,2013-05-17,2013-05-17,,2019-12-31,Initial Assignment,2419
E00541,POS001,G2,2013-05-17,2020-01-01,,,Late Promotion,2223
E00542,POS001,G1,2017-03-11,2017-03-11,2018-08-27,2018-08-27,Initial Assignment,534
E00543,POS001,G2,2016-07-08,2016-07-08,2017-01-25,2017-01-25,Initial Assignment,201
E00544,POS001,G1,2013-05-31,2013-05-31,2013-08-10,2013-08-10,Initial Assignment,71
E00545,POS001,G1,2023-01-25,2023-01-25,,,Initial Assignment,1103
E00546,POS001,G1,2020-02-17,2020-02-17,2024-08-18,2022-12-31,Initial Assignment,1048
E00546,POS001,G2,2020-02-17,2023-01-01,2024-08-18,2024-08-18,Early Promotion,595
E00547,POS001,G2,2018-02-21,2018-02-21,2022-06-30,2022-06-30,Initial Assignment,1590
E00547,POS002,G3,2022-07-01,2022-07-01,2024-03-31,2024-03-31,Normal Promotion,639
E00548,POS001,G2,2011-09-24,2011-09-24,2017-12-31,2017-12-31,Initial Assignment,2290
E00548,POS002,G3,2018-01-01,2018-01-01,2024-02-03,2021-12-31,Late Promotion,1460
E00548,POS002,G4,2018-01-01,2022-01-01,2024-02-03,2024-02-03,Normal Promotion,763
E00549,POS001,G1,2016-01-02,2016-01-02,2017-01-14,2017-01-14,Initial Assignment,378
E00550,POS001,G1,2019-10-24,2019-10-24,,2025-06-30,Initial Assignment,2076
E00550,POS001,G2,2019-10-24,2025-07-01,,,Normal Promotion,215
E00551,POS002,G3,2020-04-10,2020-04-10,,2025-06-30,Initial Assignment,1907
E00551,POS002,G4,2020-04-10,2025-07-01,,,Normal Promotion,215
E00552,POS001,G1,2015-08-18,2015-08-18,2022-06-30,2019-06-30,Initial Assignment,1412
E00552,POS001,G2,2015-08-18,2019-07-01,2022-06-30,2022-06-30,Normal Promotion,1095
E00552,POS002,G3,2022-07-01,2022-07-01,,,Early Promotion,1311
E00553,POS001,G2,2023-01-11,2023-01-11,,,Initial Assignment,1117
E00554,POS001,G1,2018-07-02,2018-07-02,,2020-12-31,Initial Assignment,913
E00554,POS001,G2,2018-07-02,2021-01-01,,,Early Promotion,1857
E00555,POS001,G1,2014-04-05,2014-04-05,2022-06-30,2016-06-30,Initial Assignment,817
E00555,POS001,G2,2014-04-05,2016-07-01,2022-06-30,2022-06-30,Early Promotion,2190
E00555,POS002,G3,2022-07-01,2022-07-01,,2024-12-31,Late Promotion,914
E00555,POS002,G4,2022-07-01,2025-01-01,,,Early Promotion,396
E00556,POS001,G2,2020-03-29,2020-03-29,2022-12-31,2022-12-31,Initial Assignment,1007
E00556,POS002,G3,2023-01-01,2023-01-01,2023-09-28,2023-09-28,Early Promotion,270
E00557,POS001,G1,2017-07-27,2017-07-27,2020-01-03,2020-01-03,Initial Assignment,890
E00558,POS001,G1,2019-11-04,2019-11-04,2023-10-12,2023-10-12,Initial Assignment,1438
E00559,POS002,G3,2025-10-21,2025-10-21,,,Initial Assignment,103
E00560,POS001,G2,2013-02-05,2013-02-05,2017-12-05,2017-12-05,Initial Assignment,1764
E00561,POS002,G3,2012-12-05,2012-12-05,2019-06-30,2016-06-30,Initial Assignment,1303
E00561,POS002,G4,2012-12-05,2016-07-01,2019-06-30,2019-06-30,Normal Promotion,1094
E00561,POS003,G5,2019-07-01,2019-07-01,2022-04-07,2022-04-07,Early Promotion,1011
E00562,POS001,G2,2011-11-26,2011-11-26,2015-12-31,2015-12-31,Initial Assignment,1496
E00562,POS002,G3,2016-01-01,2016-01-01,2023-06-24,2022-06-30,Normal Promotion,2372
E00562,POS002,G4,2016-01-01,2022-07-01,2023-06-24,2023-06-24,Late Promotion,358
E00563,POS001,G1,2013-09-15,2013-09-15,2016-12-24,2016-12-24,Initial Assignment,1196
E00564,POS001,G2,2019-08-23,2019-08-23,2021-07-12,2021-07-12,Initial Assignment,689
E00565,POS001,G2,2011-12-30,2011-12-30,2016-03-15,2016-03-15,Initial Assignment,1537
E00566,POS002,G3,2020-01-23,2020-01-23,,2024-12-31,Initial Assignment,1804
E00566,POS002,G4,2020-01-23,2025-01-01,,,Normal Promotion,396
E00567,POS001,G1,2013-01-01,2013-01-01,2018-01-13,2016-12-31,Initial Assignment,1460
E00567,POS001,G2,2013-01-01,2017-01-01,2018-01-13,2018-01-13,Normal Promotion,377
E00568,POS002,G3,2011-04-11,2011-04-11,2024-06-30,2017-06-30,Initial Assignment,2272
E00568,POS002,G4,2011-04-11,2017-07-01,2024-06-30,2024-06-30,Late Promotion,2556
E00568,POS003,G5,2024-07-01,2024-07-01,2025-03-11,2025-03-11,Late Promotion,253
E00569,POS001,G1,2014-03-10,2014-03-10,2020-06-30,2016-06-30,Initial Assignment,843
E00569,POS001,G2,2014-03-10,2016-07-01,2020-06-30,2020-06-30,Early Promotion,1460
E00569,POS002,G3,2020-07-01,2020-07-01,,,Normal Promotion,2041
E00570,POS002,G3,2021-07-13,2021-07-13,2023-01-11,2023-01-11,Initial Assignment,547
E00571,POS001,G1,2018-05-19,2018-05-19,2020-08-21,2020-08-21,Initial Assignment,825
E00572,POS001,G2,2019-10-09,2019-10-09,2023-12-31,2023-12-31,Initial Assignment,1544
E00572,POS002,G3,2024-01-01,2024-01-01,,,Normal Promotion,762
E00573,POS001,G1,2016-12-24,2016-12-24,2018-05-07,2018-05-07,Initial Assignment,499
E00574,POS002,G3,2020-08-11,2020-08-11,,2024-12-31,Initial Assignment,1603
E00574,POS002,G4,2020-08-11,2025-01-01,,,Normal Promotion,396
E00575,POS002,G4,2025-06-10,2025-06-10,,,Initial Assignment,236
E00576,POS002,G3,2014-12-12,2014-12-12,2023-12-31,2020-06-30,Initial Assignment,2027
E00576,POS002,G4,2014-12-12,2020-07-01,2023-12-31,2023-12-31,Normal Promotion,1278
E00576,POS003,G5,2024-01-01,2024-01-01,,,Normal Promotion,762
E00577,POS001,G1,2017-01-25,2017-01-25,2019-03-08,2019-03-08,Initial Assignment,772
E00578,POS002,G3,2014-02-04,2014-02-04,2024-06-30,2019-06-30,Initial Assignment,1972
E00578,POS002,G4,2014-02-04,2019-07-01,2024-06-30,2024-06-30,Normal Promotion,1826
E00578,POS003,G5,2024-07-01,2024-07-01,,,Normal Promotion,580
E00579,POS001,G1,2012-10-12,2012-10-12,2021-12-31,2018-06-30,Initial Assignment,2087
E00579,POS001,G2,2012-10-12,2018-07-01,2021-12-31,2021-12-31,Normal Promotion,1279
E00579,POS002,G3,2022-01-01,2022-01-01,2025-08-02,2025-08-02,Normal Promotion,1309
E00580,POS001,G1,2011-04-07,2011-04-07,2012-07-25,2012-07-25,Initial Assignment,475
E00581,POS002,G4,2025-06-14,2025-06-14,,,Initial Assignment,232
E00582,POS001,G2,2021-06-28,2021-06-28,2024-12-31,2024-12-31,Initial Assignment,1282
E00582,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00583,POS002,G3,2019-03-27,2019-03-27,2025-06-21,2025-06-21,Initial Assignment,2278
E00584,POS001,G2,2015-06-03,2015-06-03,2020-09-03,2020-09-03,Initial Assignment,1919
E00585,POS002,G3,2017-08-14,2017-08-14,2024-12-31,2020-06-30,Initial Assignment,1051
E00585,POS002,G4,2017-08-14,2020-07-01,2024-12-31,2024-12-31,Early Promotion,1644
E00585,POS003,G5,2025-01-01,2025-01-01,,,Normal Promotion,396
E00586,POS001,G1,2014-04-05,2014-04-05,2015-12-25,2015-12-25,Initial Assignment,629
E00587,POS001,G1,2018-06-19,2018-06-19,2021-10-21,2021-10-21,Initial Assignment,1220
E00588,POS002,G3,2020-12-25,2020-12-25,2024-10-30,2024-10-30,Initial Assignment,1405
E00589,POS002,G4,2023-03-05,2023-03-05,2023-08-19,2023-08-19,Initial Assignment,167
E00590,POS001,G1,2011-11-20,2011-11-20,2016-12-31,2014-06-30,Initial Assignment,953
E00590,POS001,G2,2011-11-20,2014-07-01,2016-12-31,2016-12-31,Early Promotion,914
E00590,POS002,G3,2017-01-01,2017-01-01,2017-08-03,2017-08-03,Early Promotion,214
E00591,POS002,G3,2023-10-30,2023-10-30,2024-03-08,2024-03-08,Initial Assignment,130
E00592,POS002,G3,2024-10-07,2024-10-07,,,Initial Assignment,482
E00593,POS001,G1,2022-05-29,2022-05-29,2023-08-06,2023-08-06,Initial Assignment,434
E00594,POS001,G2,2018-12-05,2018-12-05,2022-06-30,2022-06-30,Initial Assignment,1303
E00594,POS002,G3,2022-07-01,2022-07-01,2025-07-09,2025-07-09,Normal Promotion,1104
E00595,POS001,G1,2024-08-17,2024-08-17,,,Initial Assignment,533
E00596,POS001,G2,2013-07-06,2013-07-06,2020-06-30,2020-06-30,Initial Assignment,2551
E00596,POS002,G3,2020-07-01,2020-07-01,2024-07-09,2024-07-09,Late Promotion,1469
E00597,POS001,G1,2018-02-08,2018-02-08,,2024-06-30,Initial Assignment,2334
E00597,POS001,G2,2018-02-08,2024-07-01,,,Late Promotion,580
E00598,POS001,G1,2024-08-26,2024-08-26,2026-01-25,2026-01-25,Initial Assignment,517
E00599,POS001,G2,2016-08-15,2016-08-15,2020-05-31,2020-05-31,Initial Assignment,1385
E00600,POS001,G1,2014-06-16,2014-06-16,2022-07-19,2020-12-31,Initial Assignment,2390
E00600,POS001,G2,2014-06-16,2021-01-01,2022-07-19,2022-07-19,Late Promotion,564
E00601,POS002,G3,2011-02-09,2011-02-09,2014-01-24,2014-01-24,Initial Assignment,1080
E00602,POS002,G3,2022-08-13,2022-08-13,2024-01-05,2024-01-05,Initial Assignment,510
E00603,POS002,G4,2023-07-30,2023-07-30,2023-12-09,2023-12-09,Initial Assignment,132
E00604,POS001,G1,2022-05-19,2022-05-19,2024-01-22,2024-01-22,Initial Assignment,613
E00605,POS001,G2,2017-03-03,2017-03-03,2022-06-30,2022-06-30,Initial Assignment,1945
E00605,POS002,G3,2022-07-01,2022-07-01,2024-03-13,2024-03-13,Normal Promotion,621
E00606,POS001,G1,2019-12-27,2019-12-27,2020-11-06,2020-11-06,Initial Assignment,315
E00607,POS001,G2,2016-05-03,2016-05-03,2018-08-03,2018-08-03,Initial Assignment,822
E00608,POS001,G1,2019-07-13,2019-07-13,2023-03-05,2022-06-30,Initial Assignment,1083
E00608,POS001,G2,2019-07-13,2022-07-01,2023-03-05,2023-03-05,Early Promotion,247
E00609,POS001,G1,2016-07-19,2016-07-19,2022-01-29,2022-01-29,Initial Assignment,2020
E00610,POS001,G1,2016-04-25,2016-04-25,,2021-12-31,Initial Assignment,2076
E00610,POS001,G2,2016-04-25,2022-01-01,,,Normal Promotion,1492
E00611,POS001,G2,2015-04-29,2015-04-29,2020-06-16,2020-06-16,Initial Assignment,1875
E00612,POS001,G2,2013-08-11,2013-08-11,2018-12-31,2018-12-31,Initial Assignment,1968
E00612,POS002,G3,2019-01-01,2019-01-01,2021-01-20,2021-01-20,Normal Promotion,750
E00613,POS001,G2,2020-06-26,2020-06-26,2025-06-30,2025-06-30,Initial Assignment,1830
E00613,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00614,POS002,G3,2011-08-23,2011-08-23,2022-12-31,2017-12-31,Initial Assignment,2322
E00614,POS002,G4,2011-08-23,2018-01-01,2022-12-31,2022-12-31,Late Promotion,1825
E00614,POS003,G5,2023-01-01,2023-01-01,2025-07-19,2025-07-19,Normal Promotion,930
E00615,POS001,G1,2024-07-30,2024-07-30,,,Initial Assignment,551
E00616,POS001,G2,2015-04-28,2015-04-28,2019-12-31,2019-12-31,Initial Assignment,1708
E00616,POS002,G3,2020-01-01,2020-01-01,,2023-12-31,Normal Promotion,1460
E00616,POS002,G4,2020-01-01,2024-01-01,,,Normal Promotion,762
E00617,POS002,G3,2017-06-08,2017-06-08,2024-11-28,2023-06-30,Initial Assignment,2213
E00617,POS002,G4,2017-06-08,2023-07-01,2024-11-28,2024-11-28,Late Promotion,516
E00618,POS001,G1,2016-06-21,2016-06-21,2019-12-25,2019-12-25,Initial Assignment,1282
E00619,POS003,G5,2025-08-19,2025-08-19,,,Initial Assignment,166
E00620,POS001,G2,2013-11-13,2013-11-13,2017-05-14,2017-05-14,Initial Assignment,1278
E00621,POS002,G3,2020-12-14,2020-12-14,2024-03-16,2024-03-16,Initial Assignment,1188
E00622,POS001,G1,2011-05-20,2011-05-20,2019-06-30,2015-06-30,Initial Assignment,1502
E00622,POS001,G2,2011-05-20,2015-07-01,2019-06-30,2019-06-30,Normal Promotion,1460
E00622,POS002,G3,2019-07-01,2019-07-01,2024-03-05,2021-12-31,Normal Promotion,914
E00622,POS002,G4,2019-07-01,2022-01-01,2024-03-05,2024-03-05,Early Promotion,794
E00623,POS001,G1,2018-06-05,2018-06-05,2022-08-05,2021-12-31,Initial Assignment,1305
E00623,POS001,G2,2018-06-05,2022-01-01,2022-08-05,2022-08-05,Normal Promotion,216
E00624,POS001,G2,2020-04-30,2020-04-30,2022-06-30,2022-06-30,Initial Assignment,791
E00624,POS002,G3,2022-07-01,2022-07-01,,,Early Promotion,1311
E00625,POS002,G3,2018-06-29,2018-06-29,2025-12-31,2022-06-30,Initial Assignment,1462
E00625,POS002,G4,2018-06-29,2022-07-01,2025-12-31,2025-12-31,Normal Promotion,1279
E00625,POS003,G5,2026-01-01,2026-01-01,,,Normal Promotion,31
E00626,POS002,G3,2021-06-14,2021-06-14,2026-01-23,2026-01-23,Initial Assignment,1684
E00627,POS001,G2,2020-06-09,2020-06-09,2025-06-30,2025-06-30,Initial Assignment,1847
E00627,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00628,POS002,G4,2021-11-20,2021-11-20,,,Initial Assignment,1534
E00629,POS001,G1,2016-08-14,2016-08-14,2020-03-31,2020-03-31,Initial Assignment,1325
E00630,POS002,G3,2022-01-11,2022-01-11,2024-07-06,2024-07-06,Initial Assignment,907
E00631,POS001,G2,2022-07-03,2022-07-03,,,Initial Assignment,1309
E00632,POS001,G1,2012-05-13,2012-05-13,2020-12-31,2016-12-31,Initial Assignment,1693
E00632,POS001,G2,2012-05-13,2017-01-01,2020-12-31,2020-12-31,Normal Promotion,1460
E00632,POS002,G3,2021-01-01,2021-01-01,,2024-12-31,Normal Promotion,1460
E00632,POS002,G4,2021-01-01,2025-01-01,,,Normal Promotion,396
E00633,POS001,G1,2013-11-16,2013-11-16,2017-09-27,2017-06-30,Initial Assignment,1322
E00633,POS001,G2,2013-11-16,2017-07-01,2017-09-27,2017-09-27,Normal Promotion,88
E00634,POS001,G2,2018-02-28,2018-02-28,2018-04-18,2018-04-18,Initial Assignment,49
E00635,POS002,G3,2022-05-25,2022-05-25,2024-03-26,2024-03-26,Initial Assignment,671
E00636,POS001,G2,2017-11-26,2017-11-26,2020-09-29,2020-09-29,Initial Assignment,1038
E00637,POS001,G2,2021-03-31,2021-03-31,2025-06-30,2025-06-30,Initial Assignment,1552
E00637,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00638,POS001,G2,2019-07-02,2019-07-02,2021-12-31,2021-12-31,Initial Assignment,913
E00638,POS002,G3,2022-01-01,2022-01-01,2022-01-24,2022-01-24,Early Promotion,23
E00639,POS001,G1,2011-12-22,2011-12-22,2021-11-01,2017-06-30,Initial Assignment,2017
E00639,POS001,G2,2011-12-22,2017-07-01,2021-11-01,2021-11-01,Normal Promotion,1584
E00640,POS002,G3,2025-07-02,2025-07-02,,,Initial Assignment,214
E00641,POS002,G4,2019-04-02,2019-04-02,2022-06-08,2022-06-08,Initial Assignment,1163
E00642,POS002,G3,2021-03-01,2021-03-01,2025-12-15,2025-12-15,Initial Assignment,1750
E00643,POS001,G2,2022-05-17,2022-05-17,2024-06-21,2024-06-21,Initial Assignment,766
E00644,POS001,G2,2014-04-11,2014-04-11,2017-05-15,2017-05-15,Initial Assignment,1130
E00645,POS001,G1,2020-11-21,2020-11-21,2024-10-12,2024-10-12,Initial Assignment,1421
E00646,POS001,G2,2013-02-27,2013-02-27,2017-06-30,2017-06-30,Initial Assignment,1584
E00646,POS002,G3,2017-07-01,2017-07-01,,2022-06-30,Normal Promotion,1825
E00646,POS002,G4,2017-07-01,2022-07-01,,,Normal Promotion,1311
E00647,POS001,G1,2023-03-30,2023-03-30,,2025-12-31,Initial Assignment,1007
E00647,POS001,G2,2023-03-30,2026-01-01,,,Early Promotion,31
E00648,POS001,G1,2015-02-27,2015-02-27,2023-06-17,2019-06-30,Initial Assignment,1584
E00648,POS001,G2,2015-02-27,2019-07-01,2023-06-17,2023-06-17,Normal Promotion,1447
E00649,POS001,G1,2012-05-21,2012-05-21,2019-11-27,2018-12-31,Initial Assignment,2415
E00649,POS001,G2,2012-05-21,2019-01-01,2019-11-27,2019-11-27,Late Promotion,330
E00650,POS003,G5,2020-01-31,2020-01-31,,2023-12-31,Initial Assignment,1430
E00650,POS003,G6,2020-01-31,2024-01-01,,,Normal Promotion,762
E00651,POS002,G3,2025-03-23,2025-03-23,2025-12-23,2025-12-23,Initial Assignment,275
E00652,POS002,G3,2024-01-12,2024-01-12,,,Initial Assignment,751
E00653,POS001,G1,2012-01-18,2012-01-18,2021-06-30,2016-12-31,Initial Assignment,1809
E00653,POS001,G2,2012-01-18,2017-01-01,2021-06-30,2021-06-30,Normal Promotion,1641
E00653,POS002,G3,2021-07-01,2021-07-01,2022-07-05,2022-07-05,Normal Promotion,369
E00654,POS001,G2,2025-05-29,2025-05-29,,,Initial Assignment,248
E00655,POS002,G3,2020-10-20,2020-10-20,,2025-06-30,Initial Assignment,1714
E00655,POS002,G4,2020-10-20,2025-07-01,,,Normal Promotion,215
E00656,POS002,G3,2022-03-25,2022-03-25,2024-10-22,2024-10-22,Initial Assignment,942
E00657,POS001,G1,2011-05-07,2011-05-07,2019-06-22,2017-12-31,Initial Assignment,2430
E00657,POS001,G2,2011-05-07,2018-01-01,2019-06-22,2019-06-22,Late Promotion,537
E00658,POS002,G3,2018-01-16,2018-01-16,2021-07-20,2021-07-20,Initial Assignment,1281
E00659,POS001,G2,2018-05-14,2018-05-14,2020-06-30,2020-06-30,Initial Assignment,778
E00659,POS002,G3,2020-07-01,2020-07-01,,2025-12-31,Early Promotion,2009
E00659,POS002,G4,2020-07-01,2026-01-01,,,Normal Promotion,31
E00660,POS001,G2,2015-10-29,2015-10-29,2020-06-30,2020-06-30,Initial Assignment,1706
E00660,POS002,G3,2020-07-01,2020-07-01,2021-05-14,2021-05-14,Normal Promotion,317
E00661,POS001,G2,2023-09-27,2023-09-27,,,Initial Assignment,858
E00662,POS002,G3,2020-04-20,2020-04-20,,2024-06-30,Initial Assignment,1532
E00662,POS002,G4,2020-04-20,2024-07-01,,,Normal Promotion,580
E00663,POS002,G3,2019-08-12,2019-08-12,,2025-12-31,Initial Assignment,2333
E00663,POS002,G4,2019-08-12,2026-01-01,,,Late Promotion,31
E00664,POS001,G1,2022-01-15,2022-01-15,2025-03-19,2025-03-19,Initial Assignment,1159
E00665,POS001,G2,2016-12-11,2016-12-11,2018-03-31,2018-03-31,Initial Assignment,475
E00666,POS002,G4,2020-08-21,2020-08-21,2021-09-14,2021-09-14,Initial Assignment,389
E00667,POS001,G2,2018-07-26,2018-07-26,2024-12-31,2024-12-31,Initial Assignment,2350
E00667,POS002,G3,2025-01-01,2025-01-01,2025-11-20,2025-11-20,Late Promotion,323
E00668,POS002,G3,2025-07-01,2025-07-01,,,Initial Assignment,215
E00669,POS002,G3,2023-06-09,2023-06-09,2025-03-21,2025-03-21,Initial Assignment,651
E00670,POS001,G2,2011-02-16,2011-02-16,2013-01-17,2013-01-17,Initial Assignment,701
E00671,POS001,G2,2013-02-06,2013-02-06,2015-06-30,2015-06-30,Initial Assignment,874
E00671,POS002,G3,2015-07-01,2015-07-01,2019-06-23,2019-06-23,Early Promotion,1453
E00672,POS003,G5,2021-02-12,2021-02-12,,2025-12-31,Initial Assignment,1783
E00672,POS003,G6,2021-02-12,2026-01-01,,,Normal Promotion,31
E00673,POS002,G4,2020-01-28,2020-01-28,2021-09-22,2021-09-22,Initial Assignment,603
E00674,POS002,G4,2025-10-09,2025-10-09,,,Initial Assignment,115
E00675,POS002,G3,2025-06-29,2025-06-29,,,Initial Assignment,217
E00676,POS002,G3,2020-03-29,2020-03-29,,2022-12-31,Initial Assignment,1007
E00676,POS002,G4,2020-03-29,2023-01-01,,,Early Promotion,1127
E00677,POS002,G3,2025-10-04,2025-10-04,2026-01-10,2026-01-10,Initial Assignment,98
E00678,POS001,G1,2017-06-01,2017-06-01,2019-09-13,2019-09-13,Initial Assignment,834
E00679,POS001,G2,2020-02-16,2020-02-16,2024-12-31,2024-12-31,Initial Assignment,1780
E00679,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00680,POS001,G1,2013-08-05,2013-08-05,2023-12-31,2020-06-30,Initial Assignment,2521
E00680,POS001,G2,2013-08-05,2020-07-01,2023-12-31,2023-12-31,Late Promotion,1278
E00680,POS002,G3,2024-01-01,2024-01-01,,,Normal Promotion,762
E00681,POS001,G2,2017-10-11,2017-10-11,2020-12-31,2020-12-31,Initial Assignment,1177
E00681,POS002,G3,2021-01-01,2021-01-01,,2023-06-30,Normal Promotion,910
E00681,POS002,G4,2021-01-01,2023-07-01,,,Early Promotion,946
E00682,POS001,G1,2021-03-19,2021-03-19,2022-10-09,2022-10-09,Initial Assignment,569
E00683,POS001,G2,2013-02-19,2013-02-19,2014-12-07,2014-12-07,Initial Assignment,656
E00684,POS001,G1,2015-08-28,2015-08-28,2023-11-23,2021-06-30,Initial Assignment,2133
E00684,POS001,G2,2015-08-28,2021-07-01,2023-11-23,2023-11-23,Late Promotion,875
E00685,POS002,G3,2020-07-12,2020-07-12,,2025-12-31,Initial Assignment,1998
E00685,POS002,G4,2020-07-12,2026-01-01,,,Normal Promotion,31
E00686,POS002,G3,2017-01-02,2017-01-02,2017-12-06,2017-12-06,Initial Assignment,338
E00687,POS001,G1,2013-12-21,2013-12-21,2014-06-21,2014-06-21,Initial Assignment,182
E00688,POS001,G2,2013-12-09,2013-12-09,2017-12-31,2017-12-31,Initial Assignment,1483
E00688,POS002,G3,2018-01-01,2018-01-01,2025-05-24,2021-06-30,Normal Promotion,1276
E00688,POS002,G4,2018-01-01,2021-07-01,2025-05-24,2025-05-24,Normal Promotion,1423
E00689,POS001,G2,2025-07-17,2025-07-17,,,Initial Assignment,199
E00690,POS001,G2,2013-07-06,2013-07-06,2014-04-17,2014-04-17,Initial Assignment,285
E00691,POS002,G3,2019-04-12,2019-04-12,2025-11-19,2025-11-19,Initial Assignment,2413
E00692,POS001,G2,2011-04-03,2011-04-03,2015-12-31,2015-12-31,Initial Assignment,1733
E00692,POS002,G3,2016-01-01,2016-01-01,2024-04-26,2020-12-31,Normal Promotion,1826
E00692,POS002,G4,2016-01-01,2021-01-01,2024-04-26,2024-04-26,Normal Promotion,1211
E00693,POS001,G2,2024-03-18,2024-03-18,,,Initial Assignment,685
E00694,POS001,G1,2023-09-02,2023-09-02,2024-11-19,2024-11-19,Initial Assignment,444
E00695,POS002,G3,2021-02-07,2021-02-07,2025-07-01,2025-07-01,Initial Assignment,1605
E00696,POS002,G3,2022-02-03,2022-02-03,,2024-12-31,Initial Assignment,1062
E00696,POS002,G4,2022-02-03,2025-01-01,,,Early Promotion,396
E00697,POS001,G2,2017-11-21,2017-11-21,2023-12-31,2023-12-31,Initial Assignment,2231
E00697,POS002,G3,2024-01-01,2024-01-01,2024-08-02,2024-08-02,Late Promotion,214
E00698,POS001,G2,2017-09-14,2017-09-14,2020-03-03,2020-03-03,Initial Assignment,901
E00699,POS001,G1,2021-07-22,2021-07-22,2021-11-04,2021-11-04,Initial Assignment,105
E00700,POS001,G1,2018-03-13,2018-03-13,2024-06-18,2020-06-30,Initial Assignment,840
E00700,POS001,G2,2018-03-13,2020-07-01,2024-06-18,2024-06-18,Early Promotion,1448
E00701,POS001,G2,2020-02-29,2020-02-29,2024-06-30,2024-06-30,Initial Assignment,1583
E00701,POS002,G3,2024-07-01,2024-07-01,,,Normal Promotion,580
E00702,POS002,G3,2022-11-22,2022-11-22,2024-06-07,2024-06-07,Initial Assignment,563
E00703,POS001,G1,2015-08-18,2015-08-18,2021-10-21,2021-06-30,Initial Assignment,2143
E00703,POS001,G2,2015-08-18,2021-07-01,2021-10-21,2021-10-21,Late Promotion,112
E00704,POS002,G3,2022-08-04,2022-08-04,2025-09-12,2024-12-31,Initial Assignment,880
E00704,POS002,G4,2022-08-04,2025-01-01,2025-09-12,2025-09-12,Early Promotion,254
E00705,POS002,G4,2015-07-20,2015-07-20,2020-12-03,2020-12-03,Initial Assignment,1963
E00706,POS001,G1,2020-03-02,2020-03-02,,2024-12-31,Initial Assignment,1765
E00706,POS001,G2,2020-03-02,2025-01-01,,,Normal Promotion,396
E00707,POS001,G1,2017-05-05,2017-05-05,2021-12-31,2019-12-31,Initial Assignment,970
E00707,POS001,G2,2017-05-05,2020-01-01,2021-12-31,2021-12-31,Early Promotion,730
E00707,POS002,G3,2022-01-01,2022-01-01,2024-10-03,2024-10-03,Early Promotion,1006
E00708,POS002,G4,2023-05-19,2023-05-19,2025-06-30,2025-06-30,Initial Assignment,773
E00708,POS003,G5,2025-07-01,2025-07-01,,,Early Promotion,215
E00709,POS001,G1,2020-06-12,2020-06-12,2024-11-15,2024-06-30,Initial Assignment,1479
E00709,POS001,G2,2020-06-12,2024-07-01,2024-11-15,2024-11-15,Normal Promotion,137
E00710,POS001,G2,2025-05-21,2025-05-21,,,Initial Assignment,256
E00711,POS001,G1,2018-01-09,2018-01-09,2025-06-30,2021-12-31,Initial Assignment,1452
E00711,POS001,G2,2018-01-09,2022-01-01,2025-06-30,2025-06-30,Normal Promotion,1276
E00711,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00712,POS001,G1,2022-12-19,2022-12-19,,,Initial Assignment,1140
E00713,POS001,G1,2021-05-14,2021-05-14,,2025-12-31,Initial Assignment,1692
E00713,POS001,G2,2021-05-14,2026-01-01,,,Normal Promotion,31
E00714,POS001,G2,2021-04-22,2021-04-22,2025-06-30,2025-06-30,Initial Assignment,1530
E00714,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00715,POS001,G2,2024-02-03,2024-02-03,,,Initial Assignment,729
E00716,POS002,G4,2024-11-21,2024-11-21,,,Initial Assignment,437
E00717,POS001,G1,2013-03-19,2013-03-19,2021-12-31,2016-06-30,Initial Assignment,1199
E00717,POS001,G2,2013-03-19,2016-07-01,2021-12-31,2021-12-31,Normal Promotion,2009
E00717,POS002,G3,2022-01-01,2022-01-01,,,Late Promotion,1492
E00718,POS001,G1,2013-02-18,2013-02-18,2025-12-31,2018-12-31,Initial Assignment,2142
E00718,POS001,G2,2013-02-18,2019-01-01,2025-12-31,2025-12-31,Late Promotion,2556
E00718,POS002,G3,2026-01-01,2026-01-01,,,Late Promotion,31
E00719,POS001,G2,2021-02-19,2021-02-19,2022-01-19,2022-01-19,Initial Assignment,334
E00720,POS001,G2,2016-07-20,2016-07-20,2019-12-31,2019-12-31,Initial Assignment,1259
E00720,POS002,G3,2020-01-01,2020-01-01,,2023-06-30,Normal Promotion,1276
E00720,POS002,G4,2020-01-01,2023-07-01,,,Normal Promotion,946
E00721,POS001,G1,2016-07-18,2016-07-18,,2020-12-31,Initial Assignment,1627
