EMP_ID,PAY_YEAR,BASIC_PAY,REGULAR_ALLOWANCE,VARIABLE_PAY,TOTAL_PAY,VARIABLE_PAY_RATIO,YOY_GROWTH
E00759,2024,88200000,3761006,34801706,126762712,27.45,2.16
E00759,2025,89100000,4234974,18371400,111706374,16.45,-11.64
E00759,2026,16866668,400000,0,17266668,0.0,76.31
E00760,2021,30222226,1100000,8890678,40212904,22.11,0.0
E00760,2022,35100000,1761244,9602876,46464120,20.67,12.38
E00760,2023,37600008,3049202,13849064,54498274,25.41,17.29
E00760,2024,38500008,3218214,19400000,61118222,31.74,11.84
E00760,2025,43000008,3129996,12750000,58880004,21.65,-3.4
E00760,2026,7366668,442298,0,7808966,0.0,51.28
E00761,2020,51300000,5115417,12446457,68861874,18.07,0.0
E00761,2021,51900012,1383832,16781950,70065794,23.95,2.03
E00761,2022,2390055,0,0,2390055,0.0,-26.76
E00763,2022,18166670,921154,2958678,22046502,13.42,0.0
E00763,2023,44300004,3390513,14835118,62525635,23.73,40.64
E00763,2024,44600004,2603627,13284728,60488359,21.96,-3.52
E00763,2025,3901191,200000,0,4101191,0.0,-22.45
E00764,2025,27375003,2312304,7043022,36730329,19.17,0.0
E00764,2026,6400000,400000,0,6800000,0.0,64.88
E00766,2025,29400003,2324782,7238804,38963589,18.58,0.0
E00766,2026,6983334,415454,0,7398788,0.0,63.78
E00767,2025,27075006,2289040,5420906,34784952,15.58,0.0
E00767,2026,6383334,475215,0,6858549,0.0,78.07
E00768,2023,40400004,3605762,23310910,67316676,34.63,0.0
E00768,2024,45000000,3235252,20111620,68346872,29.43,1.25
E00768,2025,47700000,3094232,11600767,62394999,18.59,-8.46
E00768,2026,8150000,400000,0,8550000,0.0,56.3
E00770,2024,6133334,482053,1182826,7798213,15.17,0.0
E00770,2025,37300008,4536388,7351056,49187452,14.94,26.15
E00770,2026,6583334,400000,0,6983334,0.0,61.94
E00771,2022,38866674,1751309,13222870,53840853,24.56,0.0
E00771,2023,43700004,3544828,15660806,62905638,24.9,15.24
E00771,2024,43800000,3143428,12635170,59578598,21.21,-5.55
E00771,2025,12210000,600000,0,12810000,0.0,-20.51
E00772,2020,57700008,1288961,11763018,70751987,16.63,0.0
E00772,2021,65100006,1363966,17904230,84368202,21.22,19.57
E00772,2022,69400008,2722656,17724850,89847514,19.73,6.49
E00772,2023,71700000,3409198,33479270,108588468,30.83,20.86
E00772,2024,72700008,3766066,27811914,104277988,26.67,-4.23
E00772,2025,80000004,4270026,13292771,97562801,13.62,-6.18
E00772,2026,14233334,400000,0,14633334,0.0,71.08
E00773,2020,50100012,7395428,11121363,68616803,16.21,0.0
E00773,2021,50600016,4463105,19827916,74891037,26.48,9.44
E00773,2022,15593057,1210900,1000000,17803957,5.62,-20.39
E00775,2020,75000006,5719892,16817837,97537735,17.24,0.0
E00775,2021,79200000,3600750,18978182,101778932,18.65,4.63
E00775,2022,80200008,2284060,17104626,99588694,17.18,-2.15
E00775,2023,868818,0,0,868818,0.0,-20.39
E00776,2020,47000016,1200000,10203590,58403606,17.47,0.0
E00776,2021,50800014,2669575,14909150,68378739,21.8,17.4
E00776,2022,32790328,6075667,0,38865995,0.0,-6.97
E00777,2021,9952155,300000,1000000,11252155,8.89,0.0
E00778,2020,57600000,1200000,10737935,69537935,15.44,0.0
E00778,2021,63900000,4285512,23440988,91626500,25.58,32.13
E00778,2022,67200000,4212210,22750682,94162892,24.16,2.77
E00778,2023,74300004,4340508,22907774,101548286,22.56,7.84
E00778,2024,82300008,4862772,30729656,117892436,26.07,15.78
E00778,2025,92700000,4981800,17654820,115336620,15.31,-1.9
E00778,2026,16700000,553820,0,17253820,0.0,70.63
E00780,2020,47600010,5626868,7471516,60698394,12.31,0.0
E00780,2021,51100002,4181240,14053858,69335100,20.27,14.54
E00780,2022,52700004,4056023,16092582,72848609,22.09,5.07
E00780,2023,54000000,5567363,19011184,78578547,24.19,7.87
E00780,2024,61900008,5218278,18174770,85293056,21.31,8.25
E00780,2025,16666669,1662260,0,18328929,0.0,-18.07
E00781,2025,33500000,2770999,6586415,42857414,15.37,0.0
E00781,2026,6750000,435932,0,7185932,0.0,66.62
E00782,2020,64500012,6704730,13961531,85166273,16.39,0.0
E00782,2021,67000014,1200000,26196084,94396098,27.75,11.14
E00782,2022,74900004,2797037,22871410,100568451,22.74,6.54
E00782,2023,78200004,3566173,39893368,121659545,32.79,20.97
E00782,2024,86400000,3877047,21975212,112252259,19.58,-7.98
E00782,2025,92000004,4711033,15649046,112360083,13.93,0.37
E00782,2026,16433334,531706,0,16965040,0.0,72.22
E00783,2025,34000008,3007698,5016426,42024132,11.94,0.0
E00783,2026,6000000,454908,0,6454908,0.0,75.2
E00784,2020,62400006,4368677,11420230,78188913,14.61,0.0
E00784,2021,69500016,3635009,21878732,95013757,23.03,21.85
E00784,2022,74700000,2160569,21623286,98483855,21.96,3.65
E00784,2023,40208338,2069895,0,42278233,0.0,-16.65
E00786,2020,59500008,6330382,10792481,76622871,14.09,0.0
E00786,2021,61600014,5043491,17390522,84034027,20.69,9.97
E00786,2022,65400000,5305612,27329618,98035230,27.88,16.66
E00786,2023,72600000,6055413,36741684,115397097,31.84,17.71
E00786,2024,78800004,6096828,25997728,110894560,23.44,-4.16
E00786,2025,83900004,6707637,16933825,107541466,15.75,-2.76
E00786,2026,15933334,549300,0,16482634,0.0,74.82
E00787,2020,36900000,4895301,8666197,50461498,17.17,0.0
E00787,2021,38200014,3342116,12063708,53605838,22.5,6.52
E00787,2022,40400004,3243836,12083062,55726902,21.68,3.96
E00787,2023,42700008,4621898,16909450,64231356,26.33,15.26
E00787,2024,47800008,5389088,17475292,70664388,24.73,9.71
E00787,2025,48700008,4806382,14159791,67666181,20.93,-3.98
E00787,2026,9000000,545341,0,9545341,0.0,60.9
E00790,2020,55900008,5534292,12410680,73844980,16.81,0.0
E00790,2021,60400008,2555535,20899816,83855359,24.92,13.87
E00790,2022,64300008,2554332,19292178,86146518,22.39,2.73
E00790,2023,67700004,3543200,22525028,93768232,24.02,8.85
E00790,2024,75900000,4182554,24087614,104170168,23.12,10.79
E00790,2025,78900000,3922668,20777653,103600321,20.06,-0.27
E00790,2026,15016668,443112,0,15459780,0.0,70.21
E00791,2020,41200002,4622686,7417046,53239734,13.93,0.0
E00791,2021,39363456,2965857,0,42329313,0.0,-16.86
E00794,2020,47600010,3549141,8611917,59761068,14.41,0.0
E00794,2021,50300010,3392402,21184974,74877386,28.29,25.64
E00794,2022,57400008,1227465,22354278,80981751,27.6,8.15
E00794,2023,5500001,200000,0,5700001,0.0,-22.15
E00795,2020,35812916,3873131,0,39686047,0.0,0.0
E00796,2020,78400008,8062266,14962216,101424490,14.75,0.0
E00796,2021,84200004,3832874,34092772,122125650,27.92,20.74
E00796,2022,94200000,2655450,32100618,128956068,24.89,5.59
E00796,2023,103700004,4207948,36879538,144787490,25.47,12.28
E00796,2024,111500004,4596229,38779132,154875365,25.04,6.68
E00796,2025,117900000,5037267,22161655,145098922,15.27,-6.06
E00796,2026,22166668,431819,0,22598487,0.0,77.65
E00797,2020,51600006,4023304,9816625,65439935,15.0,0.0
E00797,2021,52700004,1200000,13730644,67630648,20.3,3.63
E00797,2022,53800008,2116004,17110850,73026862,23.43,7.98
E00797,2023,57500004,3421403,18700440,79621847,23.49,9.03
E00797,2024,61200000,3547509,24292030,89039539,27.28,11.52
E00797,2025,69100008,3297510,17179152,89576670,19.18,0.88
E00797,2026,12000000,411484,0,12411484,0.0,58.04
E00798,2020,59000004,5077613,10593930,74671547,14.19,0.0
E00798,2021,65000016,2921860,17369516,85291392,20.36,14.54
E00798,2022,66700008,2236543,21154560,90091111,23.48,5.63
E00798,2023,61687500,3267812,0,64955312,0.0,-17.5
E00799,2020,68800014,11536644,11193930,91530588,12.23,0.0
E00799,2021,8952383,648644,0,9601027,0.0,-21.65
E00800,2020,34000002,3357376,6529744,43887122,14.88,0.0
E00800,2021,34300008,2905070,13953710,51158788,27.28,16.89
E00800,2022,40300008,3509122,19488138,63297268,30.79,23.73
E00800,2023,45500004,4064988,17434672,66999664,26.02,5.85
E00800,2024,49700004,3435444,13358334,66493782,20.09,-1.03
E00800,2025,52100004,3316140,13283728,68699872,19.34,3.6
E00800,2026,9216668,420397,0,9637065,0.0,60.0
E00801,2020,64700010,6260811,15793367,86754188,18.2,0.0
E00801,2021,72300006,3992206,25050974,101343186,24.72,17.14
E00801,2022,77000004,2700564,28805284,108505852,26.55,7.07
E00801,2023,84800004,6564800,41804970,133169774,31.39,22.73
E00801,2024,92500008,7876062,28410094,128786164,22.06,-3.56
E00801,2025,98500008,8048732,24172282,130721022,18.49,1.78
E00801,2026,18616668,408908,0,19025576,0.0,66.01
E00802,2020,45000000,3562898,9799531,58362429,16.79,0.0
E00802,2021,2483872,298032,0,2781904,0.0,-41.85
E00803,2023,3875000,200000,816604,4891604,16.69,0.0
E00803,2024,46700004,4807703,16706986,68214693,24.49,25.74
E00803,2025,49200000,4105790,10093257,63399047,15.92,-6.8
E00803,2026,8666668,403111,0,9069779,0.0,63.18
E00804,2020,37900008,1200000,9108942,48208950,18.89,0.0
E00804,2021,39000006,1200000,10403948,50603954,20.56,5.26
E00804,2022,40500000,2294100,10356096,53150196,19.48,5.03
E00804,2023,41400000,2766068,17887390,62053458,28.83,16.75
E00804,2024,45700008,3183552,9828720,58712280,16.74,-5.64
E00804,2025,49800000,3451932,5477712,58729644,9.33,0.3
E00804,2026,8383334,424569,0,8807903,0.0,71.06
E00805,2025,25933336,2913398,3601936,32448670,11.1,0.0
E00805,2026,6933334,400000,0,7333334,0.0,87.15
E00806,2021,40500000,2681049,9630972,52812021,18.24,0.0
E00806,2022,42600000,2086249,8520000,53206249,16.01,0.75
E00806,2023,43000008,3147999,8996232,55144239,16.31,3.64
E00806,2024,45100008,3184064,15749148,64033220,24.6,15.8
E00806,2025,47700000,3315816,8415781,59431597,14.16,-6.93
E00806,2026,9000000,428530,0,9428530,0.0,80.95
E00807,2020,49700016,3650061,8950384,62300461,14.37,0.0
E00807,2021,57100014,2411544,20006750,79518308,25.16,27.99
E00807,2022,61700004,2501452,24336960,88538416,27.49,11.34
E00807,2023,70300008,3573803,34955104,108828915,32.12,22.92
E00807,2024,72600000,3539831,21818818,97958649,22.27,-10.23
E00807,2025,76200000,4143231,9523899,89867130,10.6,-8.01
E00807,2026,13333334,400000,0,13733334,0.0,74.31
E00808,2025,37500000,2965975,6907678,47373653,14.58,0.0
E00808,2026,6716668,411249,0,7127917,0.0,71.62
E00809,2024,28166670,2378707,15616964,46162341,33.83,0.0
E00809,2025,35100000,3133744,8748188,46981932,18.62,-9.1
E00809,2026,6283334,457874,0,6741208,0.0,63.66
E00810,2023,18600000,1503708,6934278,27037986,25.65,0.0
E00810,2024,32576118,2000000,0,34576118,0.0,-18.44
E00811,2020,84900006,4614545,17388769,106903320,16.27,0.0
E00811,2021,95600016,4537367,32009408,132146791,24.22,23.95
E00811,2022,99500004,2989303,32426906,134916213,24.03,2.1
E00811,2023,105600000,4176879,47796040,157572919,30.33,16.79
E00811,2024,112100004,4890747,35400970,152391721,23.23,-3.55
E00811,2025,117100008,4143915,27918101,149162024,18.72,-1.85
E00811,2026,22216668,479725,0,22696393,0.0,73.56
E00812,2020,86800014,9775471,13020000,109595485,11.88,0.0
E00812,2021,95900004,5373471,25964486,127237961,20.41,16.42
E00812,2022,100100004,2948195,32450316,135498515,23.95,6.49
E00812,2023,109800000,4428113,43666750,157894863,27.66,16.53
E00812,2024,113500008,4834777,46172630,164507415,28.07,3.9
E00812,2025,126100008,4418743,32487903,163006654,19.93,-0.64
E00812,2026,23816668,400000,0,24216668,0.0,69.45
E00813,2020,63700002,7870620,11382108,82952730,13.72,0.0
E00813,2021,70000002,5403397,26123274,101526673,25.73,22.73
E00813,2022,70700004,4964780,23433424,99098208,23.65,-2.39
E00813,2023,78000000,6444691,24430290,108874981,22.44,9.87
E00813,2024,80300004,6458288,24008948,110767240,21.68,1.46
E00813,2025,38828893,2567360,0,41396253,0.0,-21.39
E00814,2020,62900010,7466656,12139482,82506148,14.71,0.0
E00814,2021,64500012,3828058,25708426,94036496,27.34,14.29
E00814,2022,73700004,4705756,24165710,102571470,23.56,9.08
E00814,2023,77700000,6628913,41882248,126211161,33.18,23.05
E00814,2024,87200004,6898246,29432114,123530364,23.83,-2.39
E00814,2025,88100004,6459924,14999420,109559348,13.69,-11.07
E00814,2026,15100000,465025,0,15565025,0.0,62.05
E00815,2021,30666675,1459071,13357444,45483190,29.37,0.0
E00815,2022,40200000,1922112,16831088,58953200,28.55,13.64
E00815,2023,44900004,2972453,20783942,68656399,30.27,16.46
E00815,2024,47500008,3322381,14032572,64854961,21.64,-5.79
E00815,2025,48600000,3219696,8043315,59863011,13.44,-7.44
E00815,2026,9100000,400000,0,9500000,0.0,81.01
E00816,2020,68200002,1200000,14187174,83587176,16.97,0.0
E00816,2021,76200012,1200000,24601526,102001538,24.12,22.36
E00816,2022,77800008,12259508,22789368,112848884,20.19,10.63
E00816,2023,7380953,526955,0,7907908,0.0,-24.77
E00818,2023,29225000,2413837,12669580,44308417,28.59,0.0
E00818,2024,50900004,4809141,14620010,70329155,20.79,-6.76
E00818,2025,56100000,4926584,9644723,70671307,13.65,0.76
E00818,2026,10000000,400000,0,10400000,0.0,67.85
E00820,2023,41200008,3395541,11950226,56545775,21.13,0.0
E00820,2024,45500004,3462221,10059132,59021357,17.04,4.09
E00820,2025,46700004,3385988,5296359,55382351,9.56,-5.91
E00820,2026,8250000,439474,0,8689474,0.0,78.96
E00821,2025,48500000,4043874,9234285,61778159,14.95,0.0
E00821,2026,10083334,424727,0,10508061,0.0,73.28
E00822,2020,45522226,5726994,9592617,60841837,15.77,0.0
E00822,2021,48800016,3541343,10379354,62720713,16.55,-4.54
E00822,2022,50000004,4788334,12350154,67138492,18.4,7.04
E00822,2023,40182803,8285643,0,48468446,0.0,-9.14
E00824,2020,80500014,4071573,15819094,100390681,15.76,0.0
E00824,2021,83500002,6085716,19967998,109553716,18.23,9.43
E00824,2022,84300000,1512601,17676452,103489053,17.08,-5.54
E00824,2023,19374194,400000,0,19774194,0.0,-7.01
E00825,2020,73800000,6511252,14333811,94645063,15.14,0.0
E00825,2021,78700014,3830342,24866878,107397234,23.15,13.78
E00825,2022,85600008,2898022,28317726,116815756,24.24,8.77
E00825,2023,88000008,15672334,31596040,135268382,23.36,15.8
E00825,2024,11508622,1093978,0,12602600,0.0,-27.65
E00826,2020,51800004,4792024,8876114,65468142,13.56,0.0
E00826,2021,55200006,3936585,17086522,76223113,22.42,16.75
E00826,2022,56400000,1952262,16811136,75163398,22.37,-1.39
E00826,2023,60300000,3908165,22421858,86630023,25.88,15.26
E00826,2024,62400000,3654009,26843832,92897841,28.9,6.94
E00826,2025,69100008,4148866,16651610,89900484,18.52,-2.96
E00826,2026,11983334,457338,0,12440672,0.0,57.84
E00827,2021,26644453,1700413,7244770,35589636,20.36,0.0
E00827,2022,44658607,1200000,0,45858607,0.0,-19.07
E00829,2020,56800008,3471398,11208413,71479819,15.68,0.0
E00829,2021,58000014,3117620,15446122,76563756,20.17,7.41
E00829,2022,60300000,2277176,15745796,78322972,20.1,2.3
E00829,2023,62300004,3414139,17662416,83376559,21.18,6.45
E00829,2024,68400000,3788201,22415944,94604145,23.69,13.16
E00829,2025,71700000,3822308,13680228,89202536,15.34,-5.45
E00829,2026,13333334,400000,0,13733334,0.0,75.61
E00830,2020,96100002,8083104,23081183,127264289,18.14,0.0
E00830,2021,71951974,1163568,0,73115542,0.0,-12.02
E00831,2020,41500008,4196297,9530532,55226837,17.26,0.0
E00831,2021,42800004,3054361,14477420,60331785,24.0,9.54
E00831,2022,46700004,2110107,13507102,62317213,21.67,3.29
E00831,2023,50000004,3234865,17398740,70633609,24.63,13.35
E00831,2024,51500004,3302005,15703874,70505883,22.27,-0.45
E00831,2025,25175002,1260465,0,26435467,0.0,-20.22
E00832,2020,69500016,1200000,11602858,82302874,14.1,0.0
E00832,2021,72000000,1200000,31772522,104972522,30.27,27.89
E00832,2022,82700004,2734992,27571542,113006538,24.4,7.65
E00832,2023,90300000,4071537,27514680,121886217,22.57,7.86
E00832,2024,90900000,3954009,20426896,115280905,17.72,-5.68
E00832,2025,30800000,1072640,0,31872640,0.0,-15.67
E00834,2020,18282226,3259430,0,21541656,0.0,0.0
E00835,2020,11966670,400000,2346813,14713483,15.95,0.0
E00835,2021,36700002,1280488,11295824,49276314,22.92,38.55
E00835,2022,39300000,1920824,11719466,52940290,22.14,7.44
E00835,2023,42500004,4144173,21528578,68172755,31.58,28.77
E00835,2024,46000008,4916987,21854696,72771691,30.03,6.45
E00835,2025,47400000,5075299,11670621,64145920,18.19,-11.61
E00835,2026,8300000,554885,0,8854885,0.0,57.46
E00836,2020,31222228,5241741,0,36463969,0.0,0.0
E00837,2021,11416670,591179,1808564,13816413,13.09,0.0
E00837,2022,42500004,3577106,11864884,57941994,20.48,24.09
E00837,2023,43800000,4539031,16119466,64458497,25.01,11.25
E00837,2024,45300000,4620854,16458360,66379214,24.79,2.7
E00837,2025,49100004,3203193,8022128,60325325,13.3,-8.87
E00837,2026,8300000,440707,0,8740707,0.0,65.27
E00838,2020,63700002,1200000,12839534,77739536,16.52,0.0
E00838,2021,64400004,1200000,16945208,82545212,20.53,6.47
E00838,2022,14681185,394155,0,15075340,0.0,-16.67
E00839,2020,50300010,3657482,10730230,64687722,16.59,0.0
E00839,2021,54000000,3361866,18746806,76108672,24.63,17.98
E00839,2022,56400000,3465210,12351468,72216678,17.1,-5.11
E00839,2023,63400008,6054856,21466694,90921558,23.61,25.9
E00839,2024,25357259,2154425,0,27511684,0.0,-19.97
E00840,2020,21266674,700000,3768996,25735670,14.65,0.0
E00840,2021,35400006,1200000,7895808,44495814,17.75,2.32
E00840,2022,37500000,3596599,9467068,50563667,18.72,13.64
E00840,2023,38800008,4666120,8797228,52263356,16.83,3.36
E00840,2024,39800004,4791216,15207480,59798700,25.43,14.11
E00840,2025,42500004,4639422,12433271,59572697,20.87,-0.11
E00840,2026,7966668,400000,0,8366668,0.0,60.19
E00841,2020,54500004,1200000,12638210,68338214,18.49,0.0
E00841,2021,55900008,1200000,14101024,71201032,19.8,4.47
E00841,2022,26320000,500000,0,26820000,0.0,-18.65
E00842,2021,27194453,700000,9729086,37623539,25.86,0.0
E00842,2022,46600008,1951607,13096290,61647905,21.24,1.46
E00842,2023,50000004,3666502,24318296,77984802,31.18,26.5
E00842,2024,51800004,3279349,17123184,72202537,23.72,-7.67
E00842,2025,55100004,3573200,9344693,68017897,13.74,-5.54
E00842,2026,9833334,400000,0,10233334,0.0,71.61
E00843,2020,33345701,6040686,0,39386387,0.0,0.0
E00844,2020,40800006,2598595,9186433,52585034,17.47,0.0
E00844,2021,43400016,2560217,15288332,61248565,24.96,16.79
E00844,2022,48900000,3509546,13279008,65688554,20.22,7.25
E00844,2023,51300000,5086257,21770498,78156755,27.85,18.98
E00844,2024,53300004,6094134,19776364,79170502,24.98,1.02
E00844,2025,58900008,5661484,10712715,75274207,14.23,-4.66
E00844,2026,10516668,459126,0,10975794,0.0,66.32
E00845,2020,51500016,6193546,11191702,68885264,16.25,0.0
E00845,2021,52200000,2124144,12115282,66439426,18.24,-3.29
E00845,2022,20908065,500000,0,21408065,0.0,-18.89
E00846,2020,61700004,4128266,10640085,76468355,13.91,0.0
E00846,2021,12313442,300376,0,12613818,0.0,-21.59
E00847,2023,18450000,2448033,6756122,27654155,24.43,0.0
E00847,2024,22599734,2853473,0,25453207,0.0,-17.2
E00848,2021,30333336,800000,9561576,40694912,23.5,0.0
E00848,2022,47300004,2105282,14165974,63571260,22.28,8.28
E00848,2023,50600004,3307419,18499060,72406483,25.55,13.9
E00848,2024,55200000,3366792,17075720,75642512,22.57,4.18
E00848,2025,60000000,3611157,15081782,78692939,19.17,4.32
E00848,2026,11133334,425304,0,11558638,0.0,67.54
E00850,2020,60000012,4355517,10193686,74549215,13.67,0.0
E00850,2021,61600014,3234872,14629884,79464770,18.41,6.89
E00850,2022,62300004,7180476,14073936,83554416,16.84,5.15
E00850,2023,31719628,6604579,0,38324207,0.0,-8.01
E00851,2021,39288904,3617637,9455072,52361613,18.06,0.0
E00851,2022,42300000,5768293,9468440,57536733,16.46,0.85
E00851,2023,19051667,3788962,0,22840629,0.0,-10.56
E00852,2022,13458335,843550,2203974,16505859,13.35,0.0
E00852,2023,33100008,2994243,6620000,42714251,15.5,29.04
E00852,2024,35300004,2885239,7799146,45984389,16.96,7.36
E00852,2025,38700000,2999884,6703002,48402886,13.85,5.55
E00852,2026,6950000,400000,0,7350000,0.0,73.2
E00854,2020,40200012,1200000,6126667,47526679,12.89,0.0
E00854,2021,42400008,1200000,11433260,55033268,20.78,16.11
E00854,2022,45600000,2056378,13457638,61114016,22.02,11.05
E00854,2023,49500000,3195900,17433602,70129502,24.86,14.75
E00854,2024,54300000,3507996,25227986,83035982,30.38,18.08
E00854,2025,61200000,3752487,17300000,82252487,21.03,-0.67
E00854,2026,11133334,463259,0,11596593,0.0,60.81
E00855,2020,51700014,5019757,9020159,65739930,13.72,0.0
E00855,2021,54300006,5116793,14970216,74387015,20.12,13.46
E00855,2022,55839252,3920576,0,59759828,0.0,-18.55
E00856,2020,40400010,1200000,7980068,49580078,16.1,0.0
E00856,2021,44100000,1200000,13534624,58834624,23.0,18.99
E00856,2022,41124452,1627207,0,42751659,0.0,-13.89
E00857,2020,11055560,300000,2427988,13783548,17.62,0.0
E00857,2021,40100004,1200000,12026958,53326962,22.55,0.7
E00857,2022,41500008,1783321,12232172,55515501,22.03,4.1
E00857,2023,43800000,3302508,14074842,61177350,23.01,10.2
E00857,2024,44800008,8318763,12046574,65165345,18.49,6.23
E00857,2025,12440558,2249246,0,14689804,0.0,-15.81
E00858,2020,46100016,4809308,7249243,58158567,12.46,0.0
E00858,2021,49500000,4325799,12641400,66467199,19.02,14.6
E00858,2022,44625000,8176704,0,52801704,0.0,-6.47
E00859,2020,50800014,1200000,9725664,61725678,15.76,0.0
E00859,2021,54300006,1200000,10860000,66360006,16.37,7.8
E00859,2022,54800004,1827676,19008102,75635782,25.13,13.98
E00859,2023,59800008,3339459,30913844,94053311,32.87,24.35
E00859,2024,67400004,3273440,23887522,94560966,25.26,0.27
E00859,2025,71100000,3889796,13634834,88624630,15.38,-6.02
E00859,2026,13716668,400000,0,14116668,0.0,81.69
E00860,2020,78300000,9158413,16678427,104136840,16.02,0.0
E00860,2021,88200000,5763768,23863678,117827446,20.25,13.46
E00860,2022,90500004,2610027,18323722,111433753,16.44,-5.43
E00860,2023,7923215,243009,0,8166224,0.0,-16.41
E00861,2026,7016668,457076,0,7473744,0.0,0.0
E00862,2025,6316668,495962,1259327,8071957,15.6,0.0
E00862,2026,6433334,412313,0,6845647,0.0,74.92
E00864,2023,9050001,1365363,3237511,13652875,23.71,0.0
E00864,2024,36300000,4817164,13583148,54700312,24.83,17.13
E00864,2025,36700008,3881211,7051325,47632544,14.8,-12.68
E00864,2026,6366668,400000,0,6766668,0.0,62.04
E00865,2020,28544446,2384053,5011687,35940186,13.94,0.0
E00865,2021,39000006,2142800,13956976,55099782,25.33,23.91
E00865,2022,41900004,1964768,14514986,58379758,24.86,5.95
E00865,2023,45800004,3251470,20288568,69340042,29.26,18.77
E00865,2024,46900008,2774025,13297142,62971175,21.12,-9.43
E00865,2025,42923334,2200000,0,45123334,0.0,-20.53
E00866,2020,49000014,6467641,10763983,66231638,16.25,0.0
E00866,2021,50700006,3204821,16355474,70260301,23.28,6.37
E00866,2022,51200004,2357025,16642616,70199645,23.71,-0.09
E00866,2023,54500004,3794594,23829540,82124138,29.02,16.99
E00866,2024,59100000,3706685,25484360,88291045,28.86,7.22
E00866,2025,62400000,3913393,14321985,80635378,17.76,-8.42
E00866,2026,11866668,490139,0,12356807,0.0,74.79
E00867,2024,7300000,676094,897541,8873635,10.11,0.0
E00867,2025,3273388,200000,0,3473388,0.0,8.73
E00868,2020,19800000,2716262,4855529,27371791,17.74,0.0
E00868,2021,60500016,5065717,15046472,80612205,18.67,21.03
E00868,2022,63800004,1529436,13576676,78906116,17.21,-2.12
E00868,2023,9557143,200000,0,9757143,0.0,-11.5
E00869,2020,65500002,5146064,11422234,82068300,13.92,0.0
E00869,2021,67500000,2761644,18996736,89258380,21.28,9.06
E00869,2022,71200008,2851593,18025440,92077041,19.58,3.16
E00869,2023,71900004,3945265,25266930,101112199,24.99,9.81
E00869,2024,76600008,3598819,31061494,111260321,27.92,9.74
E00869,2025,84500004,3883339,16720640,105103983,15.91,-5.27
E00869,2026,15533334,452027,0,15985361,0.0,73.48
E00870,2020,63100008,5961301,13606818,82668127,16.46,0.0
E00870,2021,70800012,4915071,28417922,104133005,27.29,26.31
E00870,2022,78900000,4917790,23074176,106891966,21.59,2.65
E00870,2023,84300000,6854570,31727266,122881836,25.82,14.96
E00870,2024,89300004,6566026,32359814,128225844,25.24,4.06
E00870,2025,95500008,7387402,18950316,121837726,15.55,-4.72
E00870,2026,16866668,400000,0,17266668,0.0,61.65
E00871,2024,12525000,816752,3561066,16902818,21.07,0.0
E00871,2025,50600004,3305402,9269839,63175245,14.67,4.45
E00871,2026,9150000,499600,0,9649600,0.0,74.22
E00872,2020,24648030,4108955,0,28756985,0.0,0.0
E00874,2025,35991669,1724134,7306176,45021979,16.23,0.0
E00874,2026,10566668,460040,0,11026708,0.0,82.16
E00875,2022,3683334,465552,791286,4940172,16.02,0.0
E00875,2023,15896778,3212847,0,19109625,0.0,81.32
E00876,2021,19311116,996940,4394532,24702588,17.79,0.0
E00876,2022,32400000,1546234,8936608,42882842,20.84,1.78
E00876,2023,33600000,2554079,12302108,48456187,25.39,13.0
E00876,2024,13415864,800000,0,14215864,0.0,-23.51
E00877,2020,54400014,1200000,8187987,63788001,12.84,0.0
E00877,2021,58400010,1200000,16368314,75968324,21.55,19.42
E00877,2022,59000004,2216286,25356282,86572572,29.29,13.96
E00877,2023,66000000,3410540,24801982,94212522,26.33,8.82
E00877,2024,67500000,3921320,24136972,95558292,25.26,1.15
E00877,2025,68200008,3909217,14067976,86177201,16.32,-9.57
E00877,2026,12783334,617904,0,13401238,0.0,77.38
E00878,2020,40500000,3853825,9118182,53472007,17.05,0.0
E00878,2021,41500008,2745863,18235358,62481229,29.19,17.17
E00878,2022,46200000,2031299,15756466,63987765,24.62,2.41
E00878,2023,49600008,3204930,25770910,78575848,32.8,22.8
E00878,2024,51800004,3462656,18913560,74176220,25.5,-5.86
E00878,2025,55400004,3659688,11041230,70100922,15.75,-5.24
E00878,2026,9550000,463401,0,10013401,0.0,62.93
E00879,2020,55600002,5777247,12624013,74001262,17.06,0.0
E00879,2021,56800008,1200000,14698844,72698852,20.22,-1.49
E00879,2022,55829305,2048362,0,57877667,0.0,-18.83
E00880,2020,50600016,1200000,8127882,59927898,13.56,0.0
E00880,2021,45626667,1000000,0,46626667,0.0,-10.45
E00881,2021,24250005,600000,6671134,31521139,21.16,0.0
E00881,2022,35136667,1470673,0,36607340,0.0,-6.46
E00882,2020,54300006,4749566,10453934,69503506,15.04,0.0
E00882,2021,55900008,3349256,21469528,80718792,26.6,16.45
E00882,2022,62300004,5779858,14396722,82476584,17.46,2.18
E00882,2023,64100004,5475605,23032152,92607761,24.87,12.28
E00882,2024,65300004,4965300,20442274,90707578,22.54,-2.32
E00882,2025,66100008,7162534,12717273,85979815,14.79,-4.95
E00882,2026,11283334,400000,0,11683334,0.0,54.99
E00885,2021,9733335,200000,1543375,11476710,13.45,0.0
E00885,2022,59200008,2939694,16130146,78269848,20.61,45.74
E00885,2023,61200000,3790309,24547480,89537789,27.42,14.4
E00885,2024,65800008,3580669,23418340,92799017,25.24,3.36
